"id","name","description","manufacturer","price"
"http://www.google.com/base/feeds/snippets/18419564278412211145","dramatica pro 4 for pc","for pc media format cd dramatica pro acts as your creative-writing partner. helps you solve the plots & character problems that prevent good stories from being sold assists you from the initial idea all the way through to the completed narrative ...",,249.99
"http://www.google.com/base/feeds/snippets/10381298233088883938","xoom movie clone 3 gold","x-oom movie clone 3 gold allows you to save your dvd movie backups onto blank dvds/cds or computer hard disk while retaining the full quality of the original. copy complete dvds just your favourite scenes or remove extras you just don't want. with ...",,22.9
"http://www.google.com/base/feeds/snippets/18427202789383020961","emedia essential bass guitar dvd",,,16.95
"http://www.google.com/base/feeds/snippets/18398703861878507186","hewlett packard 213076-b26 secure path v4.0c win wkgp ed 1 lic/cd","secure path v4.0c win wkgp ed 1 lic/cd",,1888.39
"http://www.google.com/base/feeds/snippets/18445341039052694828","microsoft 394-00416 opens exch svr exconn l/sa qual","opens exch svr exconn l/sa qual",,22575.14
"http://www.google.com/base/feeds/snippets/17609701155190930707","ultra wincleaner 2002 utility suite","ultra wincleaner 2002 utility suite is a set of powerful utilities that automatically clean and optimize computer performance while simultaneously protecting personal files and data. these utilities fix pc slowdowns prevent data loss from system ...",,49.99
"http://www.google.com/base/feeds/snippets/17241136648106012286","steve kaufman homespun the art of guitar crosspicking","this bluegrass flatpicking style with its rolling complex sound has become an integral part of every hot bluegrass guitarist's arsenal. in this dvd steve kaufman teaches seven songs using this technique: back up and push ? blue ridge mountain blu",,22.13
"http://www.google.com/base/feeds/snippets/7651654029530591686","kids power fun for little ones","with kids power fun for little ones you'll give your child a great new way to stay entertained while learning all kinds of important skills. clifford musical memory games join clifford the big red dog and his pals on birdwell island for hours of ...",,15.9
"http://www.google.com/base/feeds/snippets/975032998818002648","form workshop 1200","overview the complete solution for all of your business and personal form needs. select from 1200 essential forms and letters customize the layout text and graphics or use the full suite of tools to create your own documents from scratch. a new ...",,12.9
"http://www.google.com/base/feeds/snippets/18443105453266961029","master server-upg",,,174.99
"http://www.google.com/base/feeds/snippets/7937630813831495909","apple aperture v 1.5 photo editing","what's in the box application content and tutorial dvds printed and electronic documentation minimum system requirements power mac g5 with 1.8ghz or faster powerpc g5; 17- or 20-inch imac g5 with 1.8ghz or faster powerpc g5; or 15- or 17-inch ...",,299.99
"http://www.google.com/base/feeds/snippets/18430621475529168165","adobe software 22070152 after effects 6.5 pbupgrd","adobe after effects pb 6.5 win upgrade.standard to pro v6.5 upgrademodel- adbcd36149wi vendor- adobe software features- after effects 6.5 pro for windows- upgrade version upgrade after effects standard to after effects pro 6.5. the essential tool ...",,507
"http://www.google.com/base/feeds/snippets/13304616444690819122","microspot interiors (ints3.6sb)","microspot interiors brand: microspot ltd. mpn: ints3.6sb variant name: microspot interiors",,95.95
"http://www.google.com/base/feeds/snippets/18383594456090582739","10000 drink recipe - snap","trying to find the perfect after dinner drink? not sure what you can mix with the liquor you already have? snap! 10000 drink recipes is the solution to all your beverage needs. from cocktails to bar drinks you can find practically any recipe with t",,8.95
"http://www.google.com/base/feeds/snippets/9205821354688722990","mastercook deluxe low carb edition","overview now eating low carb just got a whole lot easier! you're trying to control your weight and re-energize your body by watching your carbohydrate intake but you don't want to sacrifice taste. now you can eat great without the hassle! ...",,17.9
"http://www.google.com/base/feeds/snippets/18399719239824156071","vivendi-universal games inc - 72305 - world of warcraft 60 day prepaid","with the world of warcraft® pre-paid game card you can continue your epic quest for 60 days without a credit card. follow the instructions at www.worldofwarcraft.com/gamecard and be up and running in minutes. the world of warcraft game card is a",,27.99
"http://www.google.com/base/feeds/snippets/13029285540855383313","902453-007-e rumba unix-hp edition - upgrade license - 1 user - volume - level e ( 1000-1999","netmanage 902453-007-e : usually ships in 24 hours : : the rumba product family provides users secure access to mission-critical applications and data residing on virtually any host system from the latest windows desktops including windows xp and ...",,106.48
"http://www.google.com/base/feeds/snippets/12040558413629031991","ibm totalstorage ds4800 model 84 - hard drive array","cache 8 part ms win host kit",,60514.95
"http://www.google.com/base/feeds/snippets/12904825904608701558","the big mix","the big mix by allume systems for mac play it. mix it. rock it. unleash your talent. become the next superstar or the hottest dj. the big mix delivers the goods. this collection will let you rock the world or just listen to the music. so let the ...",,36.9
"http://www.google.com/base/feeds/snippets/18400264612493053038","diskeeper 2007 professional","diskeeper 2007 is a defrag solution like no other. maintain your computers at peak performance without facing defragmenting problems & extending the life of your system. using a brand new technology called invisitasking diskeeper 2007 can defrag ...",,46.95
"http://www.google.com/base/feeds/snippets/18423412970630780827","emedia eg04025 intermediate guitar method - complete package","learn to play lead guitar and more! everything you need to take your playing beyond basic chords/melodies. new techniques are demonstrated in over 175 lessons with full-motion video variable-speed. emedia's intermediate guitar method interactive/ ...","emedia",53.99
"http://www.google.com/base/feeds/snippets/18411875162562199123","topics entertainment 40248 instant immersion spanish audio book audio book","instant immersion spanish (audio book) (audio book)","topics entertainment",23.61
"http://www.google.com/base/feeds/snippets/18406653450238248367","listen for ipod - magnetic time (win 2000 xp)","listen for ipod allows you to listen to your emails and documents on your ipod using new natural voice technology. knowledge without effort!system requirements:intel pentium ii 350 mhz minimum 128 mb ram 150 mb available hard disk space ms windows ...",,39.99
"http://www.google.com/base/feeds/snippets/18395209041486825295","adobe 42050106 acrobat distiller svr v6-cd sun 100u","acrobat distiller svr v6-cd sun 100u 42050106 adobe","adobe",5399.99
"http://www.google.com/base/feeds/snippets/18398774476993389905","reel deal casino quest (win 95 98 me 2000 xp)","reel deal casino quest! brings the high-paced fast action of a los vegas casino right to your pc move your character through the bustling casino to explore every corner and every game. enter tournaments to achieve master status of each game and ...",,19.95
"http://www.google.com/base/feeds/snippets/18378775128309848631","macrovision corporation consumer s/w update 4.0 tier 3 rnwl 5k-9999 - up04003j",,,3159
"http://www.google.com/base/feeds/snippets/18421148872586071492","destineer inc 10328 scrabble mac 10.3.8 or later","play against one of eight challenging computer opponents or take on your friends and family in four different game modes. play the way you remember in classic mode race against the clock in blitz climb to the top in a tournament or set up a ...","destineer inc",28.16
"http://www.google.com/base/feeds/snippets/18403568462989725383","global marketing partners icopydvds2 ultra by digital wunders","full version dvd-rom",,79.9
"http://www.google.com/base/feeds/snippets/18422068306669698354","microsoft h22-00301 gov open sa project svr w9x nt","gov open sa project svr w9x nt",,1995.12
"http://www.google.com/base/feeds/snippets/18387170188665857199","knowledge adventure 20033 jumpstart reading with karaoke","along with val and favorite jumpstart friends children enjoy eight beginning reading activities helping them become enthusiastic and confident readers. jumpstart reading with karaoke is a new and effective way to help children develop important ...","knowledge adventure",19.99
"http://www.google.com/base/feeds/snippets/1696953343324325999","olympus pro studio capture software","calumet photographic-the photographers catalog: this software allows quick and easy processing of images shot with e-1 or e-300. the newly developed built-in raw data photofinishing engine greatly reduces the time needed to develop raw data. the ...",,149.99
"http://www.google.com/base/feeds/snippets/12543046747030237240","instant immersion language lab deluxe edition","overview peerless powerful and popularly priced the new and improved instant immersion language lab is the award-winning instructional software suite that talks your language! the user-friendly language immersion for home and travel that will ...",,14.9
"http://www.google.com/base/feeds/snippets/17622169804695671474","luther vandross yamaha luther vandross - greatest hits - smart pianosoft","this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...",,18.5
"http://www.google.com/base/feeds/snippets/18436702590661313778","dragon naturally speaking (v9.0) preferred wireless edition - nuance - a109x-wn4","dragon naturallyspeaking preferred 9 gives small business users andpc enthusiasts the power to create documents reports e-mails andmore?all by speaking! fast easy and amazingly accurate it?s over three times faster than typing. just use your ...",,"161.82 gbp"
"http://www.google.com/base/feeds/snippets/12604725900103506627","elementary school success deluxe 2006","the new definition of achievement the leading-edge suite of software tools for the personal computer.providing all elementary students with a uniquely diverse fundamental course of study. elementary school success deluxe 2006 is the zenith of ...",,15.9
"http://www.google.com/base/feeds/snippets/17093503969530842757","thomas zink chuck mangione yamaha chuck mangione - feels so good - smart pianosoft","this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...",,14.86
"http://www.google.com/base/feeds/snippets/18384366678790095384","freddi fish 2 - case of haunted schl hse","children - ages 3 to 8 everyone knows there's no such thing as ghosts... so who is haunting the schoolhouse taking the toys & practically scaring the scales off of all the guppies? good thing super-sleuths freddi fish & luther are on the case. ...",,7.5
"http://www.google.com/base/feeds/snippets/3435680088823178198","printshop 20 pro publisher","overview access powerful images and design tools. the print shop is your creative toolbox filled with an infinite number of projects you can personalize for every occasion. design memorable cards calendars newsletters and more using a variety of ...",,34.9
"http://www.google.com/base/feeds/snippets/18385266399097496621","iremember 2.0 - intriguing development","turn digital photos into memories with iremember. easily create stunning scrapbooks your family will treasure for a lifetime. use templates to create a page in minutes! drag and drop pictures from iphoto? crop resize and arrange them on your ...",,32.99
"http://www.google.com/base/feeds/snippets/15897742829993345210","adobe cs3 design premium academic","system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 6.3gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card ...",,575.99
"http://www.google.com/base/feeds/snippets/8804538687114603592","clifford thinking","overview that's why when clifford tries to do what other dogs do things can get a little out of hand. sometimes he gets into trouble. sometimes he saves the day. most of the time he has a lot of fun. all of the time he's a good dog and true friend ...",,12.9
"http://www.google.com/base/feeds/snippets/18420491833696681736","got game entertainment - exclusive - 00050 - scratches: directors cut","scratches is an atmospheric mystery adventure game for the pc brimming with eerie twists and terrifying surprises. set in and around a solitary victorian mansion concealing a terrible secret a long since forgotten story from the past emerges to ...",,15.58
"http://www.google.com/base/feeds/snippets/5720091777255380975","instant home design 1 (jc)","2 cd-roms that make designing and remodeling your home fun easy and accurate. plan your project first before spending the money. includes: instant remodeling instant interior design instant dream home and instant deck pool & hot tub. the ...",,12.9
"http://www.google.com/base/feeds/snippets/18415890873747923115","gods: lands of infinity - spec",,,16.99
"http://www.google.com/base/feeds/snippets/18363672170449359273","kutoka interactive 61208 - mias math adventure (just in time) (win 95 98 me 2000 xp/mac 8.6-9.x (classic) x v10.1 or higher)","kutoka interactive 61208 : mia s math adventure proposes a captivating story including numerous educational activities all of which focus on developing math skills such as fractions geometry logic mental computation... key features four levels ...",,18.97
"http://www.google.com/base/feeds/snippets/18436194751131787997","pop up oxford spanish / english dict","the oxford spanish dictionary contains over 170000 words and phrases and 240000 trans-lations and describes spanish as it is used throughout the whole spanish-speaking world. an authoritative guide to contemporary spanish language and culture in a ...",,13.95
"http://www.google.com/base/feeds/snippets/3620383930983735395","musicalis universal guitar workshop","overview this musicalis reference program is the complete and indispensable tool for all levels of guitar players from beginner to expert. the guitar is a limitless instrument with countless harmonic possibilities and this program is a unique tool ...",,12.9
"http://www.google.com/base/feeds/snippets/4188176128903497851","topics presents:dinosaurs","the most engaging informative and imaginative journey back in time since the mesozoic era. from the albertosaurus to the velociraptor; the triassic period to the cretaceous these 4 cd-roms spirit you to the wondrous time when these ancient ...",,12.9
"http://www.google.com/base/feeds/snippets/13358892717573509768","rhf0211us red hat enterprise linux as premium support - red hat enterprise linux as for am","red hat rhf0211us : usually ships in 24 hours : : red hat's support services provide flexible and cost-effective coverage for your operating infrastructure.",,53937.1
"http://www.google.com/base/feeds/snippets/18404319188505755669","topics entertainment topics entertainment play electric guitar deluxe windows","full version cd-rom",,39.9
"http://www.google.com/base/feeds/snippets/11567429261409321598","lavasoft ad-aware plus edition","more powerful... ad-aware plus edition offers you all the power of the personal edition but has been enhanced with additional powerful features to protect your privacy. ad-watch the plus edition includes real-time protection through the ad-watch ...",,24.9
"http://www.google.com/base/feeds/snippets/18415416380788323186","retrospect 7.5 prof win upg only pz24a0075","retrospect 7.5 prof win upg only pz24a0075","emc",54.68
"http://www.google.com/base/feeds/snippets/18404187604346548446","buzby; breakin all the rules hermie and freinds- digital pr","join hermie and friends in an interactive adventure based on the hit video buzby the misbehaving bee. in five engaging activities children help lucy match flowers load the ferris wheel with the right type of bugs add scores in the bowling alley",,15.99
"http://www.google.com/base/feeds/snippets/12911813140487249020","aspyr the sims 2","system requirements: operating system: mac os x 10.3.8 or later cpu processor: powerpc g4/g5 cpu speed: 1.2ghz or faster memory: 256 mb or higher hard disk space: 3gb free disk space video card (ati): radeon 9000 or better video card (nvidia): ...",,45.99
"http://www.google.com/base/feeds/snippets/18268949289189904876","matchbox cross town heros","overview in matchbox cross town heroes young game players will take the wheel of popular matchbox vehicles like the fire crusher or rescue net police car in three extensive worlds. players can drive and explore amazing interactive environments to ...",,14.9
"http://www.google.com/base/feeds/snippets/7972469902462196789","adobe cs3 after effects upgrade","system requirements powerpc® g4 or g5 or multicore intel processor mac os x v.10.4.9 1gb of ram for dv; 2gb of ram for hdv and hd 500mb of available hard-disk space plus 2gb of space for optional content (additional free space required during ...",,306.99
"http://www.google.com/base/feeds/snippets/16849376178618728975","steve james homespun video blues/roots guitar - fingerpicking and slide from the delta to new orleans","steve james a favorite performer on the contemporary acoustic blues circuit details five pieces in different blues styles for the learning guitar student. he covers texas and delta-style fingerpicking a new orleans jazz-blues tune and bottleneck ...",,22.13
"http://www.google.com/base/feeds/snippets/18417354130985846422","autocad 2007 coursewarecustomizing the interface","autocad 2007 coursewarecustomizing the interface",,39.69
"http://www.google.com/base/feeds/snippets/18383108968754488314","encore inc 28453 midway arcade treasures win 98 me 2000 xp","midway arcade treasures (win 98 me 2000 xp)","encore inc",19.38
"http://www.google.com/base/feeds/snippets/18406460610458325212","iris card pro","with the iriscard pro you can easily scan your business cards into ms outlook ms outlook express address book and palm desktop in 600 dpi color or grayscale. release date: 04/01/2006","navarre distribution services",198.87
"http://www.google.com/base/feeds/snippets/18434616791723899127","omnioutliner professional 3.0 for mac","for mac media format cd set up a hierarchy of main headings and subpoints that can be expanded & collapsed kick start your creativity thoughts and organize a collection of ideas into a cohesive plan 1.0 cd's in set",,69.99
"http://www.google.com/base/feeds/snippets/16361312648941715869","custom land designer 3d 7.0","overview everything you need to easily create a beautiful landscape and garden. get great ideas from 84 professionally designed gardens and landscapes. experiment with 1400 structures and objects including fencing arbors benches statuary bird ...",,12.9
"http://www.google.com/base/feeds/snippets/17039169322199524210","laurence juber homespun video adventures in fingerstyle guitar - video one","this challenging 70 min. session will propel your playing to new heights and open your ears to a myriad of possibilities for solo guitar. juber has played guitar for paul mccartney's wings as well as for tv and film soundtracks.",,22.13
"http://www.google.com/base/feeds/snippets/18389772286278704810","scansoft textbridge pro v.11","textbridge pro 11 is the simple and fast way to convert paper into editable electronic documents saving time and increasing productivity. new ocr engines are designed to deliver the most accurate textbridge results ever.",,68.99
"http://www.google.com/base/feeds/snippets/18431066094306345892","epson s041886 epson - epson storyteller photo book creator - w/ 8in x 10in book with 20 pages - complete package - 1 user - std - win","epson - epson storyteller photo book creator - w/ 8in x 10in book with 20 pages - complete package - 1 user - std - win storyteller 8 x 10 20 pages overview today's families have shelves and walls full of framed prints shoe boxes overflowing with ...",,23.61
"http://www.google.com/base/feeds/snippets/18446612824766852081","hidden expedition: titanic","immerse yourself in an epic expedition. as part of the hidden expedition adventure league it is your job to explore the wreckage of the once majestic ship & collect antique artifacts for the titanic museum. collect treasures for the titanic museum. ...",,15.5
"http://www.google.com/base/feeds/snippets/18405745276041721942","britannica deluxe 2008","designed for adults & students alike encyclopaedia britannica deluxe is a comprehensive reference resource that gives you up-to-date in-depth & easy-to-use information. learn from nobel laureates historians & noted experts in one fun & single ...",,26.5
"http://www.google.com/base/feeds/snippets/18392335669009428265","backup exec 10d win adv disk v10.1 e/f/g/s/i/j/c/k full pk","backup exec 10dwindows advanced disk backup optionv10.1 e/f/g/s/i/j/c/kfull package product",,309.99
"http://www.google.com/base/feeds/snippets/7039940734695244235","boost xp","boostxp by allume - maximum pc performance! now anyone can keep their computer in peak condition! boost performance protect your pc clean-up clutter customize your pc. key benefits boost performance the most thorough way to tune-up your pc. improve ...",,15.9
"http://www.google.com/base/feeds/snippets/10993073455692001778","topics entertainment reference success deluxe 2006","11 resources on 8 cd-roms. the new definition of achievement introducing reference success deluxe 2006 the leading-edge suite of software tools for the personal computer. ideal for individual students or entire families at all comprehension levels ...",,22.9
"http://www.google.com/base/feeds/snippets/17787032142812456248","intego inc internet security barrier x4 antispam edition","includes: netbarrier keep your mac safe from hackers and vandals! powerful easy-to-use and fully customizable netbarrier x4 gives you total protection from hackers and vandals. whether you are a home user or an experienced network admi",,71.75
"http://www.google.com/base/feeds/snippets/18391095906680955632","home bartending - 101 shooters","platform: windows & macintosh publisher: arc media packaging: jewel case make sure you've got the right moves for your party. 101 shooters includes cocktails snacks and party ideas to make your next event a success. what liquor goes in which type of ...",,9.75
"http://www.google.com/base/feeds/snippets/2954833753751672874","punch software 14100 punch! professional home design suite for windows","12 powerful programs in one gives you total control over every phase of your home design project including electrical and mechanical systems! punch! professional home design suite is the home design software package that lets you design all of the ...","punch software",62.99
"http://www.google.com/base/feeds/snippets/18406000514365649458","encore 28008 cold zero","after unknowingly double-crossing a mob boss you are forced to turn to a life of crime and carry out illegal missions or risk death at the hands of this underworld villain. description: after unknowingly double-crossing a mob boss you are forced ...","encore",21.99
"http://www.google.com/base/feeds/snippets/10242265157235189091","abacus software 5562 chopper havoc for pc","while the fast and sexy planes such as the f-14 and b-2 bomber get the glory it's the helicopters that are right in the thick of things hovering above the danger. while the fast and sexy planes such as the f-14 and b-2 bomber get the glory it's ...","abacus software",28.99
"http://www.google.com/base/feeds/snippets/18190434268931466210","encore inc registry mechanic","how smooth does your computer run? registry mechanic will safely scan clean repair and optimize the windows registry with a few simple mouse clicks. system requirements: windows® 98se/me/2000 sp4/xp (home and pro) sp1³ p",,25.49
"http://www.google.com/base/feeds/snippets/1417708435719198149","x-oom internet movies 2","video clips trailers or even entire movies the internet has become an amazing inexhaustible source for any film fan. now thanks to x-oom internet movies 2 you can create regular dvds and video cds from your growing collection of divx xvid real ...",,22.9
"http://www.google.com/base/feeds/snippets/9997282084409978802","dr. seuss reading learning system 2008 encore","key features: develop reading skills dr. seuss classic books ...",,19.95
"http://www.google.com/base/feeds/snippets/13893790598310451613","csa-b100-srvr-k9 cisco security server agent - license - 100 agents - win solaris","cisco systems csa-b100-srvr-k9 : usually ships in 24 hours : in stock : the next-generation cisco security agent network security software provides threat protection for server and desktop computing systems also known as endpoints.",,64566.91
"http://www.google.com/base/feeds/snippets/13464833788774660263","01-ssc-6993 sonicwall client/server anti-virus suite - subscription license ( 3 years ) - 50","sonicwall 01-ssc-6993 : usually ships in 24 hours : : sonicwall client/server anti-virus suite leverages the award-winning mcafee netshield and groupshield applications for networks with windows -based file print and exchange servers.",,3992.98
"http://www.google.com/base/feeds/snippets/7997047825469627962","punch software 85100 - punch!master landscape pro v10 and home design","punch software 85100 : the new! master landscape pro and home design v10 includes a more robust interface for editing specifying precise dimensions displaying options and more. new enhancements for pool design gps sun angles and content updater ...",,59.97
"http://www.google.com/base/feeds/snippets/18416093365515680633","eagle games egl 150 tournament poker - no limit texas hold'em","no other texas hold'em poker software lets you practice your tournament skills and experience what the pro's do as well as manage your local poker night no-limit holdem tournaments no other texas hold'em poker software lets you practice your ...","eagle games",7.95
"http://www.google.com/base/feeds/snippets/18369640987371255757","ringtone media studio 2.0 (bil",,,14.99
"http://www.google.com/base/feeds/snippets/18428750969726461849","singing coach unlimited - electronic learning products","learn to sing with the help of a patented real-time pitch recognition technology. twenty lesson tutorial. see your voice on screen. microphone headset included. compose mode. imports midi's. requirements: pentium ii 400 mhz 128 mb memory video ...",,82.5
"http://www.google.com/base/feeds/snippets/18354453970523580051","sunburst technology t03660 - sunburst learn about life science: plants - lab pack - complete product - educational - 10 user - complete product - standard - pc mac","sunburst technology t03660 : students explore the world of plants! from small seeds to tall trees students learn about what plants are what their parts are called and what conditions they need to grow! three extension activities include simple ...",,114.97
"http://www.google.com/base/feeds/snippets/18393898679155461769","equilibrium debabelizer pro 6 0 win 1 u windows xp","full version standard license package type: retail for 1 user/s cd-rom mpn: 112100602",,382.9
"http://www.google.com/base/feeds/snippets/15918748426604243470","kids power fun for kids","disney/pixar's a bug's life action game it's a swarm of furious fun based on the hit film disney/pixar's a bug's life. you'll enjoy hours of exciting gameplay as you assume the identity of our animated hero flik recruiting a brave bug band of ...",,15.9
"http://www.google.com/base/feeds/snippets/16761212087603297257","tomo fujita berklee press rittor music and hal leonard accelerate your guitar playing - exercises and tips to make you better - faster","take your playing to the next level as tomo fujita shares his proven method for improving the essential skills required to play with other musicians and to freely express yourself on the guitar. this dvd includes easy-to-understand exercises and ...",,18.5
"http://www.google.com/base/feeds/snippets/4783370532123880956","instant home design 3.0","from windows to walls; railings to roofs now you can design the home of your dreams with a few clicks of the mouse and the powerful user-friendly tech tools exclusive to instant home design 3.0 on cd-rom. developed especially for the at-home user ...",,15.9
